WMT Close,WMT Volume,EMA 12,EMA 26,MACD,RSI,VWMA
56.3125,0.065497,59.1316350844206,61.096316363989054,-1.9646812795684525,0.3817235278305474,61.126435903142756
55.75,0.060437,58.611383532971274,60.70029292961949,-2.0889093966482193,0.37152400709770866,60.44030442696984
59.5,0.085761,58.748093758668,60.61138234224027,-1.8632885835722703,0.47268134587614286,60.041720099404344
57.8125,0.082166,58.604156257334466,60.40405772429654,-1.7999014669620763,0.4384790873765124,59.68716194486789
57.0,0.045916,58.35736298697532,60.15190530027458,-1.7945423132992602,0.42262272934269757,59.43993217272896
56.0625,0.048167,58.00430714282527,59.84898638914313,-1.8446792463178596,0.4044487253327572,59.116419342705775
58.875,0.058036,58.13825989008292,59.7768392492066,-1.638579359123682,0.47709693185755364,58.860038399168765
58.0,0.097121,58.116989137762474,59.645221527043155,-1.5282323892806815,0.4583635569364293,58.49529376623984
52.75,0.135858,57.291298501183626,59.134464376891806,-1.8431658757081806,0.36560440749186995,57.79625900386947
48.375,0.247667,55.919560270232296,58.33746701564056,-2.417906745408267,0.3094109457282783,56.22686935310442
47.75,0.193944,54.662704844042715,57.55321019966719,-2.8905053556244766,0.3022635667444025,55.08326798136373
48.125,0.123426,53.65690409880537,56.854824258951105,-3.1979201601457348,0.3125249058628731,54.44176348141835
47.0,0.128744,52.63276500668147,56.12483727680658,-3.4920722701251137,0.29834923857355056,53.72184418668429
47.875,0.194319,51.9008011594997,55.513738219265356,-3.612937059765656,0.32403106066345966,52.994342563706496
44.5,0.169085,50.76221636573052,54.69790575857903,-3.9356893928485164,0.28126742019609186,52.125608327024075
46.1875,0.178361,50.05841384792583,54.067505332017625,-4.0090914840917975,0.3289538802537419,51.45540103448213
48.75,0.171972,49.857119409783394,53.67361604816446,-3.816496638381068,0.39463626727533907,51.13896877525373
49.0,0.101658,49.72525488520134,53.32742226681894,-3.6021673816176047,0.4007983900583216,50.77302716423884
50.5625,0.155427,49.854061825939596,53.12261321001753,-3.268551384077938,0.4392196362783078,50.56939771755488
52.625,0.107908,50.28036000656427,53.08575297223845,-2.80539296567418,0.48606486853678965,50.43702890510591
50.5,0.104936,50.31415077478515,52.89421571503561,-2.580064940250459,0.4448341954932327,50.285189638601814
47.5625,0.097247,49.89081988635667,52.49927381021815,-2.6084539238614823,0.39495928350949056,50.049779712460115
48.3125,0.100187,49.64800144230179,52.189142416868656,-2.541140974566865,0.41305393585444056,49.66250314694874
48.9375,0.079449,49.53869352810151,51.948280015619126,-2.4095864875176147,0.4283953306709926,49.376118411311516
47.9375,0.070055,49.29235606223974,51.65118519964734,-2.3588291374075965,0.40993309462817124,49.20025386014877
47.6875,0.077279,49.045455129587474,51.357578888562344,-2.31212375897487,0.4052312615788168,49.027676415977446
47.75,0.09985,48.84615434042017,51.09035082274291,-2.2441964823227423,0.40706226016458086,48.76232165448912
51.5,0.1467,49.25443828804784,51.12069520624344,-1.866256918195603,0.5054396138249858,48.57769354268439
54.625,0.19716,50.080678551425095,51.3802733391143,-1.2995947876892018,0.5695350715503068,48.805511585124655
55.75,0.126373,50.952881851205845,51.7039567954762,-0.751074944270357,0.5901291400777392,49.18058374268316
55.125,0.067691,51.59474618178956,51.95736740321871,-0.3626212214291513,0.5737078471469506,49.45275495961089
56.625,0.078546,52.36863138459116,52.30311796594325,0.06551341864791027,0.6023101327474143,49.74922717959255
55.375,0.099635,52.8311496331156,52.530664783280784,0.3004848498348167,0.568102461561873,50.12650915098286
54.0,0.070255,53.01097276648243,52.63950442896369,0.371468337518742,0.5322903985072212,50.435079952421404
55.5,0.079529,53.393900033177445,52.85139298978119,0.542507043396256,0.5645399882109821,51.07137058991466
55.4375,0.057749,53.708300028073225,53.04295647201962,0.6653435560536067,0.5627986849081662,51.608903335126335
54.5,0.057976,53.83010002375427,53.15088562224039,0.6792144015138817,0.5360876064231707,51.94260560662276
58.75,0.135967,54.58700771240746,53.565634835407764,1.021372876999699,0.6233584077393819,52.55194379101844
59.0,0.115708,55.26592960280631,53.96818040315533,1.2977491996509798,0.6277940050802842,53.0875772129733
56.5,0.09054,55.45578658698995,54.15572259551419,1.30006399147576,0.5571347913698068,53.271349570777204
61.1875,0.119357,56.33758865052996,54.67659499584647,1.6609936546834874,0.639145369599696,53.8994651742811
60.0,0.136758,56.90103655044843,55.070921292450436,1.8301152579979956,0.60840776096232,54.62229446262739
58.25,0.07066,57.108569388840976,55.306408604120776,1.8021607847202006,0.5652646580922933,55.07165538956635
61.125,0.072542,57.72648179055775,55.73741537418591,1.9890664163718412,0.6137261146212373,55.54186811346323
61.5,0.040131,58.30702305354886,56.16427349461658,2.1427495589322803,0.6196813271638537,55.93963528122465
63.5625,0.05521,59.1155579683875,56.71229027279313,2.4032676955943657,0.6515047006307978,56.49145444726343
63.375,0.053554,59.770856742481726,57.205824326660306,2.5650324158214204,0.6462109330941022,57.15462134643418
62.4375,0.072433,60.18110955133069,57.5933558580188,2.587753693311889,0.6191228165107161,57.82889280716041
60.0625,0.078845,60.162861928049054,57.77625542409149,2.386606503957566,0.5555850321481365,58.3098740427721
55.0,0.093727,59.36857547757997,57.570606874158784,1.7979686034211824,0.44965466725544234,58.31793470175425
54.0,0.096605,58.542640788721506,57.30611747607295,1.2365233126485577,0.4321278974417649,58.197986083055305
53.875,0.076612,57.824542205841276,57.05196062599347,0.7725815798478024,0.42987232406884035,58.07393200652649
54.9375,0.062553,57.38038186648107,56.89533391295692,0.48504795352415186,0.4558709374818232,58.11835943395016
57.6875,0.060904,57.427630810099366,56.954012882367515,0.4736179277318513,0.5172335174992994,58.28002881200226
58.875,0.056337,57.650302993161,57.09630822441437,0.5539947687466267,0.5412896515140465,58.438747726235654
59.6875,0.060383,57.963717917290076,57.28824835593924,0.6754695613508375,0.5575354708576787,58.593541200160324
58.75,0.05202,58.08468439155314,57.396526255499296,0.6881581360538434,0.5340335057257171,58.74687645626126
57.6875,0.05515,58.023579100544964,57.41807986620305,0.605499234341913,0.5079026003748123,58.708160543318584
55.375,0.050126,57.616105392768816,57.266740616854676,0.3493647759141396,0.4556449371145226,58.57006945767016
57.9375,0.05109,57.66555071695823,57.31642649708766,0.34912421987056774,0.5151731725060906,58.67968531912083
57.625,0.048215,57.659312145118506,57.33928379359969,0.3200283515188147,0.5078790695578661,58.41910892544211
53.4375,0.104573,57.00980258433104,57.05026277185157,-0.040460187520530155,0.42171483900784396,57.857122075293326
51.0,0.107669,56.085217571357035,56.60209515912182,-0.5168775877647889,0.38117638573736756,57.289114246236494
51.3125,0.0864,55.350953329609794,56.21027329548317,-0.8593199658733752,0.3892818740149441,56.70590638089094
52.375,0.076261,54.89311435582367,55.92617897729923,-1.0330646214755603,0.4172312526933312,56.33221412780885
53.0,0.088882,54.60186599338926,55.70942497898076,-1.1075589855915027,0.43365044073860737,55.846743901059746
56.6875,0.112453,54.922732763637065,55.781874980537744,-0.859142216900679,0.5196422220768231,55.639786539774335
56.0,0.061053,55.08846618461598,55.7980323893868,-0.709566204770816,0.5042691681359109,55.321927213624555
56.8125,0.04371,55.35370215621353,55.87317813832111,-0.5194759821075792,0.5222572627764023,55.10831012242486
57.0,0.042723,55.60697874756529,55.9566464243714,-0.34966767680610644,0.5265269599502457,55.17358170836446
58.0,0.063787,55.97513586332448,56.108005948492035,-0.1328700851675535,0.5496445123573357,55.389367136184035
56.375,0.045923,56.03665342281302,56.127783285640774,-0.09112986282775637,0.5063773038349909,55.51061240614278
57.9375,0.048879,56.32909135776486,56.261836375593305,0.0672549821715549,0.5435814713376924,55.62794569925062
57.0625,0.063577,56.441923456570265,56.32114479221602,0.12077866435424767,0.5199479179073536,55.601998040874435
57.375,0.046281,56.58547369402099,56.39920814094076,0.18626555308023285,0.5278433721800144,55.52382944532925
57.1875,0.04291,56.67809312571006,56.45760013050071,0.22049299520935506,0.5222927875679735,55.384455500657275
56.875,0.103415,56.70838649098544,56.488518639352506,0.21986785163293376,0.512617573600825,55.36887116300853
55.0,0.046192,56.4455578000646,56.37825799940047,0.06729980066413077,0.4578182064607218,55.260251709180366
54.0,0.039964,56.069318138516195,56.20209074018562,-0.13277260166942284,0.4313344486169506,55.21786621468826
53.375,0.043527,55.65480765566755,55.99267661128298,-0.3378689556154342,0.41516941538430724,55.051380703649514
57.625,0.076589,55.95791417018023,56.11358945489165,-0.1556752847114211,0.5411097592899974,55.10568291333524
57.0,0.047864,56.118235067075574,56.17924949527005,-0.061014428194475556,0.5232641432513954,55.31150926510355
59.0625,0.070881,56.5711989029101,56.392823606731525,0.17837529617857228,0.5732779473287918,55.89498787632736
59.3125,0.043604,56.99293753323162,56.60909593215882,0.3838416010727954,0.579042702246057,56.34592327106478
58.25,0.044401,57.186331758888294,56.730644381628544,0.45568737725974984,0.5453245019771685,56.67514692571486
57.875,0.034246,57.29228071905933,56.81541146447088,0.47686925458845053,0.5335161743073695,57.002911150743465
56.875,0.039931,57.228083685357895,56.81982543006563,0.40825825529226734,0.50228170306917,57.031841645250836
54.0,0.072831,56.73145542607206,56.61094947228299,0.12050595378907047,0.42520735370894686,56.88313280046362
52.75,0.080892,56.11892382206097,56.32495321507684,-0.20602939301586787,0.3967046139166702,56.58156243257343
55.0,0.077117,55.94678169559005,56.22680853247856,-0.28002683688850993,0.4660819518259561,56.458115310056144
55.125,0.066868,55.82035374242235,56.1451930856283,-0.32483934320595154,0.4697303028359337,56.2930512429879
55.5,0.056823,55.77106855128045,56.097401005211395,-0.3263324539309451,0.4811838868949534,56.250474312255406
53.875,0.095697,55.479365697237306,55.93277870852907,-0.45341301129176514,0.4371228338853948,55.99093736647649
54.375,0.060017,55.30946328227772,55.81738769308247,-0.5079244108047547,0.45369874157274537,55.85219491828075
54.5,0.060638,55.18493046961961,55.71980341952081,-0.5348729499011995,0.4579959941091989,55.725600388822045
53.9375,0.042873,54.99301808967813,55.587780944000755,-0.5947628543226244,0.44117816695352435,55.60986241769557
52.5,0.056678,54.60947684511227,55.35905642963033,-0.7495795845180595,0.4006850376244264,55.34458405643239
53.75,0.062696,54.47724963817193,55.23986706447253,-0.7626174263006007,0.44812002683833474,55.2729935901858
53.75,0.039247,54.365365078453166,55.129506541178266,-0.7641414627250995,0.4481200268383348,55.26540976376745
56.8125,0.065544,54.74184737407576,55.25417272331321,-0.5123253492374502,0.5494469910676143,55.419065998459146
55.984375,0.048241,54.933005470371796,55.30826178084556,-0.37525631047376606,0.5215607620552045,55.29767062269888
54.125,0.052909,54.808696936468436,55.22061276004219,-0.4119158235737501,0.46455053975972915,55.17522291339984
57.625,0.076222,55.241974330857914,55.39871551855758,-0.15674118769966583,0.561675217258624,55.09980120331641
56.875,0.025773,55.49320904918746,55.50806992459035,-0.014860875402888496,0.5391086596592579,54.980852353718035
57.0,0.051398,55.72502304162016,55.618583263509585,0.10643977811057681,0.5424084887378681,54.945388767302894
57.5,0.057578,55.99809641983244,55.75794746621258,0.24014895361986532,0.5560991231864323,54.984685406202495
61.5625,0.105134,56.85415850908899,56.1879143205672,0.6662441885217874,0.6481976031253956,55.47550885045205
61.25,0.082337,57.530441815382986,56.562883630154815,0.9675581852281709,0.6372450774514734,55.93642872032258
62.0,0.058976,58.21806615147791,56.96563299088409,1.2524331605938244,0.6524243891441064,56.43158369868101
61.0,0.058336,58.64605597432747,57.26447499155934,1.3815809827681278,0.6154456667257214,56.7395144114307
59.125,0.043026,58.71973967058478,57.40229165885124,1.3174480117335392,0.552242675222196,56.91499121094319
59.5,0.041841,58.839779721264044,57.557677461899296,1.2821022593647484,0.5619322316410683,57.0740948249858
60.71875,0.046107,59.12885207183881,57.79183098324009,1.3370210885987177,0.5927756813683654,57.49167143941242
60.0625,0.035921,59.27249021463284,57.96002868818527,1.3124615264475707,0.5695230388796799,57.743049115477184
60.0,0.037364,59.38441479699702,58.11113767424562,1.2732771227514021,0.5672408854094604,58.00125575663411
60.0,0.049868,59.47912021284363,58.25105340207927,1.2280668107643606,0.5672408854094604,58.2513468622283
59.6875,0.03911,59.51117864163692,58.35745685377711,1.1537217878598085,0.5543594466570353,58.60596161488472
57.4375,0.050458,59.19215115830816,58.289311901645476,0.9028392566626806,0.47136137236228315,58.83638534069685
59.1875,0.04122,59.19143559549152,58.35584435337544,0.8355912421160809,0.5302683331361658,59.03697156274388
58.75,0.073221,59.123522426954366,58.38504106794022,0.7384813590141448,0.5148232390810934,59.15304949408859
60.0625,0.047448,59.26798051511524,58.50929728512984,0.7586832299854009,0.5565527038316284,59.335513707508596
58.6875,0.052476,59.17867582048213,58.52249748623133,0.6561783342507965,0.5073242170150826,59.560578665159895
55.25,0.075343,58.57426415579257,58.28009026502901,0.2941738907635596,0.4097465941074686,59.395388554525674
54.5,0.090553,57.94745428567064,58.00008357873057,-0.052629293059929694,0.39202972884410536,59.06284996132599
54.0625,0.067348,57.34976901095208,57.70841072104682,-0.3586417100947372,0.381662736745834,58.86284631478807
53.875,0.082291,56.8151891631133,57.42445437133964,-0.6092652082263399,0.377060670155399,58.58111592269205
52.9375,0.058424,56.21862159955741,57.09208738087004,-0.8734657813126319,0.3540717235731772,58.01278011196748
55.125,0.056052,56.05037212270243,56.9463772045093,-0.8960050818068694,0.43988363339164543,57.62521415088706
57.625,0.058598,56.29262256536359,56.99664555973083,-0.7040229943672429,0.5185970320603321,57.3917130182669
53.625,0.177507,55.88221909376919,56.74689403678781,-0.8646749430186205,0.4175012853054666,56.67358837189261
51.0,0.123806,55.13110846395854,56.321198182210935,-1.1900897182523948,0.36694677248532387,56.05448802009417
52.125,0.075341,54.66863023873415,56.010368687232344,-1.341738448498191,0.40045356349401556,55.725590227657854
52.875,0.060328,54.392687125082745,55.77811915484476,-1.3854320297620148,0.4224023956353949,55.428261282996615
51.5625,0.07953,53.95727372122386,55.465851069300705,-1.508577348076848,0.3951400996726029,55.08885339393218
49.9375,0.13811,53.33884699488172,55.05634358268584,-1.7174965878041206,0.3638307402452932,54.49103484427856
50.0,0.067998,52.82517822643838,54.681799613598,-1.8566213871596204,0.3659117977713148,54.1081698689645
50.875,0.073493,52.525150806986325,54.39981445703519,-1.8746636500488663,0.39571519678668327,53.814004191553
49.0,0.141487,51.98281991360381,53.999828200958504,-2.0170082873546917,0.35699350356162685,53.28738767650835
49.125,0.076109,51.543155311510915,53.63872981570231,-2.095574504191397,0.36147930466261863,52.95315302397008
49.125,0.068757,51.17113141743231,53.30437945898362,-2.1332480415513047,0.36147930466261863,52.541624800493594
49.4375,0.049673,50.9044188916735,53.017943943503354,-2.1135250518298534,0.3741386760915721,52.23620145150919
50.5,0.048771,50.842200600646805,52.83142957731792,-1.9892289766711144,0.4164974629478928,51.982706508581224
49.5,0.070032,50.63570820054729,52.58465701603511,-1.9489488154878174,0.3897601028624058,51.73031221908561
49.4375,0.056651,50.451368477386175,52.351534274106584,-1.9001657967204082,0.3880832468957432,51.49680167404158
48.4375,0.081555,50.141542557788306,52.06160580935795,-1.920063251569644,0.3612995531898015,51.240010758504184
47.625,0.122362,49.75438216428242,51.7329683419981,-1.978586177715684,0.3407237840709403,50.848711870408366
48.75,0.076615,49.59986183131589,51.51200772407232,-1.9121458927564277,0.3923265249218208,50.68261349121287
49.75,0.08031,49.62296001111345,51.381488633400295,-1.7585286222868461,0.43468388526301793,50.495064765699325
50.0,0.083104,49.68096616324984,51.27915614203731,-1.5981899787874667,0.44509746410216927,50.23304273413265
51.0,0.084006,49.88389444582679,51.2584779092938,-1.3745834634670118,0.4858924946452423,49.90876358834961
52.125,0.073806,50.22867991569959,51.3226647308276,-1.0939848151280103,0.5279386422050626,49.92646834993949
54.375,0.098446,50.866575313284265,51.548763639655185,-0.6821883263709196,0.5986390696890277,50.09340685488643
54.0,0.063511,51.34864064970207,51.73033670338443,-0.3816960536823615,0.5829678912113435,50.142542514467735
53.875,0.049816,51.737311318978676,51.88920065128188,-0.151889332303206,0.5775406071464696,50.18804066808675
52.5,0.047116,51.854648039135796,51.93444504748322,-0.07979700834742687,0.5201734334112792,50.28286806017105
52.0,0.081091,51.87700987926875,51.939300969891875,-0.06229109062312688,0.5006970657132899,50.38667186356815
51.125,0.052116,51.76131605168894,51.87898237952952,-0.11766632784058118,0.4676947067371197,50.388392418227454
49.875,0.085737,51.47111358219833,51.730539240305106,-0.2594256581067782,0.4246348829006285,50.493541724729305
48.5,0.098827,51.01401918493704,51.49124003731954,-0.47722085238250145,0.382876309125686,50.43047218743166
50.0,0.086455,50.858016233408264,51.38077781233291,-0.5227615789246443,0.4467899153052398,50.4657365352349
50.5,0.067263,50.802936812883914,51.31553501141936,-0.5125981985354429,0.4666198542807546,50.50114421029589
49.0,0.05466,50.52556191859408,51.144013899462365,-0.6184519808682865,0.41819022900640634,50.446966558505274
47.375,0.094091,50.04086008496422,50.86482768468738,-0.8239675997231544,0.37302236475587097,50.30210741132902
48.125,0.075828,49.746112379585114,50.66187748582165,-0.9157651062365346,0.40496639785188554,50.22752418554455
48.5625,0.081378,49.56401816734125,50.506368042427454,-0.9423498750862009,0.4234207244823353,50.23426291230924
48.125,0.075329,49.34263075698106,50.329970409655054,-0.9873396526739953,0.40973571153548555,50.34051361207814
46.25,0.111746,48.8668414097532,50.027750379310234,-1.1609089695570347,0.35654931083905606,50.123477796710674
45.8125,0.165484,48.39694273132963,49.71550961047244,-1.3185668791428071,0.3452867245024176,49.704162755167786
46.125,0.110852,48.04741308035584,49.44954593562262,-1.4021328552667853,0.36081774137773376,49.449967964921896
46.0625,0.087325,47.74204183722417,49.198653644095025,-1.4566118068708533,0.35898357805199177,49.19346334045206
45.5,0.111605,47.39711232380507,48.92467930008799,-1.5275669762829196,0.34212717578080726,48.8234257518797
45.125,0.060338,47.047556581681214,48.64322157415555,-1.5956649924743331,0.3309695505602587,48.35991814999446
46.375,0.066832,46.94408633834564,48.47520516125513,-1.531118822909491,0.40108486904644514,48.06490851402948
45.3125,0.083909,46.693073055523236,48.24093070486586,-1.5478576493426246,0.3659755277358115,47.75843449753884
44.125,0.194399,46.297984893135045,47.93604694894987,-1.638062055814828,0.3310917053256863,47.254582946080916
45.0,0.093582,46.09829490957581,47.7185619897684,-1.6202670801925905,0.3781279033157533,46.93387398560414
47.3125,0.070983,46.285095692717995,47.68848332385963,-1.4033876311416336,0.48183173665136914,46.83180302463521
46.0,0.062689,46.24123481691523,47.56341048505521,-1.3221756681399768,0.4372622176996051,46.662908062797555
46.75,0.061484,46.319506383543654,47.503157856532596,-1.1836514729889416,0.46756983745102354,46.565894286908275
47.8125,0.063029,46.549197709152324,47.52607208938203,-0.9768743802297095,0.5079963638088097,46.4441168620587
46.5625,0.071532,46.55124421543658,47.45469637905744,-0.9034521636208552,0.4634162856761392,46.29702078377363
47.3125,0.060313,46.6683604899848,47.44416331394207,-0.775802823957271,0.4922101636254485,46.24903892184512
48.375,0.059138,46.930920414602525,47.51311417957599,-0.5821937649734679,0.5306361208752893,46.260229419750814
45.9375,0.083907,46.778086504663676,47.39640201812592,-0.6183155134622424,0.44705600108315197,46.165356146958025
43.4375,0.149621,46.2641501193308,47.10315001678326,-0.8389998974524602,0.38080546200736903,45.83824789992066
43.25,0.125548,45.80043471635683,46.81773149702153,-1.0172967806647009,0.376301349706649,45.575774217448405
43.75,0.132056,45.48498322153271,46.59049212687179,-1.1055089053390788,0.3967906679769054,45.410495737809896
45.375,0.146966,45.4680627259123,46.500455673029435,-1.0323929471171382,0.45899517943712304,45.37265931713805
46.6875,0.232722,45.655668460387325,46.51431080836059,-0.8586423479732659,0.5035279077271092,45.482964723847324
48.4375,0.208505,46.083642543404665,46.65676926700055,-0.5731267235958839,0.5560060702901086,45.747287162752826
47.375,0.082585,46.28231292134241,46.709971543519025,-0.4276586221766152,0.5200629893395626,45.824070362933604
49.0,0.072765,46.70041862575127,46.87960328103613,-0.17918465528486394,0.5662465891044395,45.95281884771491
48.9375,0.071375,47.0445849910203,47.03204007503346,0.012544915986843819,0.5639986067121697,46.03970508314574
48.75,0.076229,47.30695653086333,47.15929636577172,0.14766016509160806,0.5568563343326896,46.165976002723376
47.125,0.080608,47.27896321842282,47.15675589423308,0.12220732418973768,0.4979962080032016,46.402344149265296
43.6875,0.149146,46.72643041558854,46.899773976141745,-0.17334356055320654,0.4013517039598804,46.26957011349209
45.3125,0.10993,46.508902659344145,46.78219812605717,-0.27329546671302296,0.4551787453840366,46.184223266645965
46.875,0.085332,46.56522532713735,46.78907233894182,-0.22384701180447308,0.5015844808045528,46.21743149702443
49.0,0.086462,46.939806046039294,46.95284475827946,-0.013038712240167172,0.5568655827413019,46.314202609777865
48.25,0.055297,47.14137434664863,47.048930331740245,0.09244401490838783,0.5343393132626182,46.32009391075949
48.5625,0.061402,47.36000906254884,47.16104660346319,0.19896245908564936,0.5426410606077505,46.37659798643791
47.875,0.043791,47.43923843754133,47.2139320402437,0.22530639729762925,0.5206496599517527,46.38093674366005
47.125,0.04389,47.39089406253497,47.207344481707125,0.18354958082784378,0.4969872627280422,46.340296891956996
45.875,0.049459,47.15767959137574,47.108652297876965,0.04902729349877433,0.45950412018941356,46.3455226599066
45.1875,0.034825,46.854575038856396,46.96634472025645,-0.11176968140005528,0.43985480368208346,46.54808540668985
49.3125,0.106504,47.232717340570794,47.14013400023745,0.09258334033334137,0.5611207850040454,46.91520699935592
49.0,0.097871,47.50460698048298,47.277901852071714,0.22670512841126822,0.5513820676956174,47.24333759173567
51.875,0.09903,48.17697513733176,47.61842764080715,0.5585474965246107,0.6172058981749534,47.64017935134392
52.1875,0.116071,48.79397896235764,47.95687744519181,0.8371015171658343,0.6236694736746661,48.07315922399755
51.1875,0.107237,49.16221296814877,48.196182819622045,0.9660301485267269,0.5893742673088168,48.2314634721001
53.8125,0.134041,49.87764174227973,48.612206314464856,1.2654354278148716,0.6446185874559288,48.7184888685008
55.25,0.103806,50.70415839731361,49.10389473561561,1.6002636616980013,0.6707426201387849,49.10248909219498
54.8125,0.107031,51.33621095157306,49.52675438482927,1.8094565667437905,0.6549622684419013,49.45886084051026
55.0,0.076462,51.8998708051772,49.93217998595303,1.967690819224174,0.6586686054681565,49.73212688658874
54.4375,0.06877,52.2902752966884,50.26590739440095,2.0243679022874517,0.6365766105856289,50.039519774735254
51.375,0.115961,52.14946371258249,50.3480624022231,1.8014013103593882,0.5319631088637712,50.686689857219356
51.875,0.083448,52.10723852603134,50.46116889094732,1.646069635084018,0.5451070280241616,51.09818321365309
50.3125,0.065585,51.8311249066419,50.45015638050678,1.3809685261351134,0.49803733172652925,51.284576853277386
51.0625,0.072462,51.71287492100468,50.495515167135906,1.2173597538687773,0.5194855862651404,51.39501096507913
49.875,0.131427,51.43012493315781,50.449551080681395,0.980573852476418,0.48420719197203704,51.379967502834376
50.5625,0.069648,51.296644174210456,50.45791766729759,0.8387265069128631,0.505159150194239,51.44716016555136
48.0,0.091285,50.78946814740885,50.27584969194222,0.5136184554666272,0.43433939597794524,51.35799834968528
48.9375,0.082832,50.504549970884405,50.176712677724275,0.32783729316012966,0.4639484694253839,51.34988897342806
51.75,0.093802,50.696157667671415,50.29325247937433,0.4029051882970833,0.5414883606122963,51.51581872969025
52.5,0.074842,50.97367187264504,50.456715258679935,0.5169566139651067,0.5597755200595463,51.67073125838003
50.625,0.06021,50.920030046084264,50.46918079507402,0.4508492510102471,0.5054957400491142,51.77235964626169
52.5625,0.082243,51.172717731302065,50.62424147692039,0.5484762543816757,0.5536590206882387,51.955519653979735
52.9375,0.040963,51.44422269571713,50.795593960111475,0.648628735605655,0.5625399549880469,51.982626125763865
53.125,0.065823,51.70280381945295,50.96814255565877,0.7346612637941803,0.56717716482497,52.0123820229206
53.875,0.088136,52.036987847229426,51.18346532931368,0.8535225179157493,0.5860780226754082,52.160219670267104
58.4375,0.199571,53.02168202457875,51.72080123084599,1.3008807937327589,0.678153905451913,52.74145493846329
56.1875,0.138123,53.508730943874326,52.051667806338884,1.4570631375354424,0.6065025573769,52.86064834371323
53.9375,0.098092,53.57469541404751,52.19135907994341,1.3833363341041007,0.5445424037256128,52.80326157772055
53.9375,0.084421,53.63051150419405,52.32070285179945,1.3098086523945938,0.5445424037256127,52.763312632354605
52.75,0.072108,53.4950481958565,52.352502640555045,1.142545555301453,0.5124952015615892,52.699207184279025
51.6875,0.099814,53.21696385803242,52.30324318569912,0.9137206723333051,0.48499261469236316,52.7284989288709
51.9375,0.067024,53.02012326448897,52.27615109786955,0.7439721666194217,0.4919018048732304,52.73873664467887
52.9375,0.07322,53.00741199302914,52.325139905434774,0.6822720875943631,0.519660960409808,52.835978363659166
54.6875,0.083316,53.26588707102466,52.50012954206923,0.7657575289554259,0.5645012344806446,52.99334447520731
53.9375,0.078147,53.36921213702087,52.60660142784188,0.7626107091789862,0.5411841966570671,53.270708568954255
53.0625,0.068779,53.322025654402275,52.64037169244619,0.6816539619560871,0.5144841538764747,53.3707233922115
50.8125,0.089633,52.93594478449423,52.50497378930202,0.4309709951922116,0.4526424708544469,53.520608750565025
52.5625,0.078057,52.878491740725885,52.50923499009446,0.36925675063142194,0.5027103224008949,53.69617562016075
53.375,0.049178,52.95487762676805,52.57336573156895,0.3815118951991039,0.5244596213637401,53.794751248743864
53.5,0.077894,53.03874260726528,52.64200530700828,0.3967373002569943,0.5278806674887461,53.838381478529016
54.0,0.09057,53.1866283599937,52.742597506489155,0.4440308535045432,0.54207169029943,53.95902030563812
